CVU,NOMBRE,NIVEL
462747,"MARTINEZ CABRIALES, SYLVIA AIDE",Investigador(a) Nacional Nivel I
463364,"RAMIREZ ALONSO, GRACIELA MARIA DE JESUS",Investigador(a) Nacional Nivel I
463534,"GONZALEZ DELGADO, MARISOL",Candidato(a) a Investigador(a) Nacional
463933,"ALBORES MORENO, SAMUEL",Investigador(a) Nacional Nivel I
463982,"MENDOZA GARCIA, LUZ VICTORIA",Candidato(a) a Investigador(a) Nacional
464114,"DE LA GARZA PINEDA, OSCAR",Candidato(a) a Investigador(a) Nacional
464206,"MAGAR BRUNNER, VANESA",Investigador(a) Nacional Nivel II
464212,"MORALES RUIZ, ESTEFANIA",Candidato(a) a Investigador(a) Nacional
464281,"LARIOS SORIANO, ERNESTO",Candidato(a) a Investigador(a) Nacional
464459,"MORALES GOMEZ, JESUS ALBERTO",Investigador(a) Nacional Nivel I
464472,"NEGREROS OSUNA, ADRIAN ANTONIO",Candidato(a) a Investigador(a) Nacional
464572,"MORALES GONZALEZ, BERENICE",Investigador(a) Nacional Nivel I
464751,"MARTINEZ ALANIS, MARISOL",Candidato(a) a Investigador(a) Nacional
464816,"PEÑA PUCH, ANGELINA DEL CARMEN",Candidato(a) a Investigador(a) Nacional
464931,"SANZ PEÑUELAS, MARCO ANTONIO",Investigador(a) Nacional Nivel I
465236,"RAMIREZ MOSQUEDA, MARCO ANTONIO",Investigador(a) Nacional Nivel I
465427,"RODRIGUEZ VALDES, PATRICIO JOSE",Investigador(a) Nacional Nivel I
465618,"ALVAREZ HOLGUIN, ALAN",Investigador(a) Nacional Nivel I
465759,"VAQUERA APARICIO, DENISSE NATALIE",Candidato(a) a Investigador(a) Nacional
465785,"BECERRA HERNANDEZ, LUCIA",Candidato(a) a Investigador(a) Nacional
466213,"CARDENAS TURANZAS, MA DE LA LUZ",Investigador(a) Nacional Nivel II
466326,"RIVAS MERCADO, ERIC ABDEL",Candidato(a) a Investigador(a) Nacional
466334,"DE LA CRUZ CABALLERO, ADRIANA MARIELA",Candidato(a) a Investigador(a) Nacional
467237,"OLVERA SANDOVAL, CARLOS",Investigador(a) Nacional Nivel I
467457,"AMAYA VELASCO, HERMANN OMAR",Candidato(a) a Investigador(a) Nacional
467574,"MORALES MORALES, JAVIER ADRIAN",Candidato(a) a Investigador(a) Nacional
467647,"MARTINEZ CLARK, RIGOBERTO",Candidato(a) a Investigador(a) Nacional
467649,"LARA HERNANDEZ, JOSE ANTONIO",Candidato(a) a Investigador(a) Nacional
467712,"CALVO FONSECA, JOSE RODOLFO",Candidato(a) a Investigador(a) Nacional
467779,"MORALES GARZA, LUIS ALONSO",Investigador(a) Nacional Nivel I
467970,"SUCHIL PEREZ, OSCAR GILBERTO",Candidato(a) a Investigador(a) Nacional
468067,"BORQUEZ ROMAN, MANUEL ALEJANDRO",Candidato(a) a Investigador(a) Nacional
468073,"GARCIA CASILLAS, ELISA MARCELA",Candidato(a) a Investigador(a) Nacional
468190,"VALENCIA ORTEGA, JORGE",Investigador(a) Nacional Nivel I
468206,"NUCCI GONZALEZ, HILDA",Investigador(a) Nacional Nivel I
468207,"MACIAS ACOSTA, RUBEN",Investigador(a) Nacional Nivel I
468233,"MONTEJANO GARCIA, SALOMON",Investigador(a) Nacional Nivel I
468242,"MALDONADO BONILLA, MARIEL SOFIA",Investigador(a) Nacional Nivel I
468265,"GONZALEZ JAIMES, NORMA LILIA",Candidato(a) a Investigador(a) Nacional
468295,"GAXIOLA CAMACHO, JOSE RAMON",Investigador(a) Nacional Nivel I
468311,"MARTINEZ AGUILAR, ESPIRIDION",Investigador(a) Nacional Nivel I
468387,"CASTREJON MATA, CARMEN",Investigador(a) Nacional Nivel I
468439,"QUINTANILLA CANTU, ARMANDO JAVIER",Candidato(a) a Investigador(a) Nacional
468571,"REYNA RAMIREZ, CRISTIAN ALEJANDRO",Investigador(a) Nacional Nivel I
468633,"SANCHEZ BADILLO, JOEL ALEJANDRO",Candidato(a) a Investigador(a) Nacional
468654,"PALACIOS ARREOLA, MARGARITA ISABEL",Investigador(a) Nacional Nivel I
468675,"ARZOLA RUBIO, ALEJANDRO",Investigador(a) Nacional Nivel I
468692,"PANTOJA AGUILAR, MARTIN P.",Candidato(a) a Investigador(a) Nacional
468706,"AYALA MACIAS, ELVIA GUADALUPE",Investigador(a) Nacional Nivel I
468870,"GARCIA GOMAR, MARIA GUADALUPE",Investigador(a) Nacional Nivel I
468879,"HERNANDEZ CRUZ, NETZAHUALCOYOTL",Candidato(a) a Investigador(a) Nacional
468967,"BENITEZ LOPEZ, GUILLERMO",Candidato(a) a Investigador(a) Nacional
468992,"SANTOS MORALES, RAUL",Candidato(a) a Investigador(a) Nacional
469059,"VARGAS VAZQUEZ, MA. LUISA PATRICIA",Investigador(a) Nacional Nivel I
469146,"BAUTISTA HERNANDEZ, GILDARDO",Candidato(a) a Investigador(a) Nacional
469272,"PADILLA VELAZQUEZ, ROSARIO",Candidato(a) a Investigador(a) Nacional
469410,"LEDEZMA TEJEIDA, DANIELA ELIZABETH",Investigador(a) Nacional Nivel I
469475,"GONZALEZ GARCIA, EDDY",Candidato(a) a Investigador(a) Nacional
469497,"PEÑA ESTRADA, CLAUDIA CINTYA",Investigador(a) Nacional Nivel I
469520,"SANCHEZ LOPEZ, NALLELY",Candidato(a) a Investigador(a) Nacional
469543,"CONCHA BALDERRAMA, ALONSO",Investigador(a) Nacional Nivel I
469558,"BELLO LOPEZ, MARIA ELENA",Candidato(a) a Investigador(a) Nacional
469602,"PACHECO HERNANDEZ, YESENIA",Investigador(a) Nacional Nivel I
469723,"RENTERIA , IVAN",Candidato(a) a Investigador(a) Nacional
469761,"SERRANO CASTAÑEDA, PABLO",Investigador(a) Nacional Nivel I
469811,"CAMPOS MUZQUIZ, LIZETH GUADALUPE",Candidato(a) a Investigador(a) Nacional
469866,"GARCIA , ARMIDA CONCEPCION",Candidato(a) a Investigador(a) Nacional
469875,"VARGAS LOPEZ, ERENDIRA YARETH",Candidato(a) a Investigador(a) Nacional
469938,"CASTRO TOSCANO, MOISES JESUS",Candidato(a) a Investigador(a) Nacional
469975,"FLORES VILLANUEVA, CESARIO ARMANDO",Candidato(a) a Investigador(a) Nacional
470026,"ZARCO ORTIZ, ERNESTO ANTONIO",Candidato(a) a Investigador(a) Nacional
470027,"ZEPEDA MORA, RAFAEL",Candidato(a) a Investigador(a) Nacional
470105,"CASTELLANOS VILLALOBOS, MARIA DE LOURDES",Candidato(a) a Investigador(a) Nacional
470114,"PRIETO AVALOS, GUILLERMO",Candidato(a) a Investigador(a) Nacional
470125,"CHAVEZ BOSQUEZ, OSCAR ALBERTO",Investigador(a) Nacional Nivel I
470153,"TEUTLE COYOTECATL, BERNARDO",Candidato(a) a Investigador(a) Nacional
470241,"VARGAS MENDOZA, MAURICIO IVAN",Candidato(a) a Investigador(a) Nacional
470326,"BOBADILLA SUAREZ, SEBASTIAN",Candidato(a) a Investigador(a) Nacional
470333,"MALAGA VILLEGAS, SERGIO GERARDO",Investigador(a) Nacional Nivel I
470361,"LEON CASTRO, ERNESTO",Investigador(a) Nacional Nivel I
470377,"GOMEZ PECH, ENRIQUE HUMBERTO",Candidato(a) a Investigador(a) Nacional
470653,"NIÑO CARRASCO, SHAMALY ALHELI",Candidato(a) a Investigador(a) Nacional
470749,"GOMEZ SANCHEZ, JESABEL",Candidato(a) a Investigador(a) Nacional
470851,"SALINAS MARTINEZ, JUAN RICARDO",Investigador(a) Nacional Nivel I
470852,"AGUILAR DODIER, LIZETH CAROLINA",Candidato(a) a Investigador(a) Nacional
470980,"CAMPOS RODRIGUEZ, CAROLINA",Candidato(a) a Investigador(a) Nacional
470995,"RODRIGUEZ VALLADARES, NORMA ANGELICA",Candidato(a) a Investigador(a) Nacional
471137,"QUEZADA DANIEL, DANIEL",Investigador(a) Nacional Nivel I
471176,"GARCIA VELAZQUEZ, MA. DEL ROSARIO",Candidato(a) a Investigador(a) Nacional
471220,"PEREZ TORRES, BETZABETH CECILIA",Investigador(a) Nacional Nivel I
471228,"VICENTE DIAZ, MARTHA ROXANA",Candidato(a) a Investigador(a) Nacional
471302,"MAGAÑA BADILLA, HECTOR ALFONSO",Investigador(a) Nacional Nivel I
471312,"OSORIO ATONDO, JOSE MANUEL",Investigador(a) Nacional Nivel I
471349,"NIÑO VEGA, NOHORA CONSTANZA",Candidato(a) a Investigador(a) Nacional
471398,"PALOMINO VIZCAINO, KENIA",Investigador(a) Nacional Nivel I
471546,"AVALOS GONZALEZ, DANIEL",Candidato(a) a Investigador(a) Nacional
471562,"QUEZADA TELLEZ, LUIS ALBERTO",Investigador(a) Nacional Nivel I
471607,"NAVA SEDEÑO, JOSUE MANIK",Candidato(a) a Investigador(a) Nacional
471692,"LATAPI ESCALANTE, PAULINA",Investigador(a) Nacional Nivel I
471694,"OZUNA BELTRAN, ALTAYRA GERALDINE",Candidato(a) a Investigador(a) Nacional
471706,"SANTIAGO CRUZ, JOSE ANGEL",Candidato(a) a Investigador(a) Nacional
471803,"AVILA FLORES, GIOVANNI",Candidato(a) a Investigador(a) Nacional
471898,"MONTES RIVERA, MARTIN",Candidato(a) a Investigador(a) Nacional
471948,"ISLAS PEREDA, SAUL",Investigador(a) Nacional Nivel I
471991,"SANCHEZ LOPEZ, SAUL",Candidato(a) a Investigador(a) Nacional
471994,"GARCIA ROBLES, MARCO ANTONIO",Candidato(a) a Investigador(a) Nacional
472073,"RUIZ CISNEROS, MARIA FERNANDA",Candidato(a) a Investigador(a) Nacional
472077,"SANCHEZ CASTELLANOS, HECTOR MANUEL",Investigador(a) Nacional Nivel I
472144,"GOMEZ ROMERO, LAURA LUCILA",Investigador(a) Nacional Nivel I
472181,"FLORES LAMAS, ALEJANDRO",Candidato(a) a Investigador(a) Nacional
472231,"PADILLA PAREDES, CARLOS ADRIAN",Candidato(a) a Investigador(a) Nacional
472330,"CRUZ RAMOS, MARIA DE LOS MILAGROS",Candidato(a) a Investigador(a) Nacional
472364,"CRISTOBAL LUNA, JOSE MELESIO",Candidato(a) a Investigador(a) Nacional
472426,"CARDONA REYES, HECTOR",Investigador(a) Nacional Nivel I
472430,"AVILA BARRIENTOS, EDER",Candidato(a) a Investigador(a) Nacional
472434,"PAREDES CUAHQUENTZI, MARCELO",Investigador(a) Nacional Nivel I
472544,"GONZALEZ MONTOYA, MARCELA",Investigador(a) Nacional Nivel I
472565,"RAMOS GARCIA, CESAR OCTAVIO",Candidato(a) a Investigador(a) Nacional
472595,"VILLALOBOS MARTINEZ, FELIPE",Investigador(a) Nacional Nivel I
472604,"FERREIRA PALMA, CARLOS",Candidato(a) a Investigador(a) Nacional
472610,"FELICIANO CARMONA, ALBERTO",Investigador(a) Nacional Nivel I
472729,"DIAZ ESCOBAR, JULIA",Candidato(a) a Investigador(a) Nacional
472739,"TIBURCIO FELIX, REYNALDO",Candidato(a) a Investigador(a) Nacional
472784,"HEREDIA MARQUEZ, ARTURO VLADIMIR",Candidato(a) a Investigador(a) Nacional
472797,"JUAREZ ORTEGA, MARIO",Candidato(a) a Investigador(a) Nacional
472800,"AYON NUÑEZ, DOLORES ADRIANA",Candidato(a) a Investigador(a) Nacional
472801,"ALONSO PALOMARES, LUIS ANTONIO",Investigador(a) Nacional Nivel I
472832,"ATILANO MORALES, JULIAN",Candidato(a) a Investigador(a) Nacional
472842,"DELGADILLO GUTIERREZ, KAREN",Candidato(a) a Investigador(a) Nacional
472861,"GARCIA GUENDULAIN, CRESCENCIO",Candidato(a) a Investigador(a) Nacional
472862,"VIDAL ROMERO, GUSTAVO",Candidato(a) a Investigador(a) Nacional
472943,"GUTIERREZ MORENO, JOSE MANUEL",Investigador(a) Nacional Nivel I
472988,"CISNEROS SOBERANIS, FERNANDA",Candidato(a) a Investigador(a) Nacional
473018,"LEON MARROQUIN, ELSA YAZMIN",Investigador(a) Nacional Nivel I
473066,"ESPINOSA VELAZQUEZ, MARIA DEL ROCIO",Candidato(a) a Investigador(a) Nacional
473072,"HERNANDEZ TREVIÑO, JAVIER",Candidato(a) a Investigador(a) Nacional
473075,"REYNOSO GONZALEZ, OSCAR ULISES",Investigador(a) Nacional Nivel I
473124,"REYNA GRANADOS, JAVIER ROLANDO",Candidato(a) a Investigador(a) Nacional
473137,"ARANDA LARA, LILIANA",Investigador(a) Nacional Nivel I
473154,"SOLIS PAREDES, JUAN MARIO",Investigador(a) Nacional Nivel I
473161,"GARCIA FLORES, ARACELI",Candidato(a) a Investigador(a) Nacional
473233,"VAZQUEZ ROSAS LANDA, MIRNA",Candidato(a) a Investigador(a) Nacional
473254,"SANCHEZ GAYOSSO, RAMIRO DANIEL",Candidato(a) a Investigador(a) Nacional
473256,"DIAZ GONZALEZ, HELI HASSAN",Candidato(a) a Investigador(a) Nacional
473348,"OLGUIN ROJAS, JOSE ARTURO",Candidato(a) a Investigador(a) Nacional
473456,"LUJAN VERON, DAVID",Investigador(a) Nacional Nivel I
473544,"ARAIZA VILLANUEVA, MINERVA GEORGINA",Candidato(a) a Investigador(a) Nacional
473596,"SANCHEZ GARCIA, JACQUELINE YVETTE",Candidato(a) a Investigador(a) Nacional
473613,"VARELA CARDOSO, MIGUEL",Candidato(a) a Investigador(a) Nacional
473661,"AGUIRRE RAMOS, HUGO",Candidato(a) a Investigador(a) Nacional
473673,"GALLARDO YOBAL, SERGIO IGNACIO",Candidato(a) a Investigador(a) Nacional
473687,"PLAZOLA JACINTO, CARLA PATRICIA",Candidato(a) a Investigador(a) Nacional
473773,"RIOS VALENCIA, DIANA GABRIELA",Candidato(a) a Investigador(a) Nacional
473832,"RAMIREZ GRANILLO, ADRIAN",Candidato(a) a Investigador(a) Nacional
473856,"RODRIGUEZ , SANTIAGO ANDRES",Investigador(a) Nacional Nivel I
473874,"NAVARRO CRUZ, ADDI RHODE",Investigador(a) Nacional Nivel I
473897,"ESQUIVEL RIOS, ROCIO",Candidato(a) a Investigador(a) Nacional
473948,"ROSAS ACEVEDO, ANA YOLANDA",Investigador(a) Nacional Nivel I
473970,"VELASCO SANCHEZ, ERNESTO",Candidato(a) a Investigador(a) Nacional
473989,"MONDACA NAVARRO, BLANCA ARELI",Candidato(a) a Investigador(a) Nacional
474019,"MONTERO OROPEZA, JONATHAN",Candidato(a) a Investigador(a) Nacional
474055,"CIBRIAN ROBLES, FRANCELI LINNEY",Candidato(a) a Investigador(a) Nacional
474093,"QUINTERO FONG, JOSE LUIS",Investigador(a) Nacional Nivel I
474150,"RIVAS MENCHI, AARON",Candidato(a) a Investigador(a) Nacional
474208,"MARTINEZ YEPEZ, HERIBERTO",Investigador(a) Nacional Nivel I
474229,"GONZALEZ VELAZQUEZ, ROCIO",Candidato(a) a Investigador(a) Nacional
474265,"FLORES VERDUZCO, GUADALUPE REFUGIO",Candidato(a) a Investigador(a) Nacional
474332,"MADERA SANDOVAL, RUTH LIZZETH",Candidato(a) a Investigador(a) Nacional
474396,"OROZCO RODRIGUEZ, CLAUDIA MARGARITA",Candidato(a) a Investigador(a) Nacional
474518,"MANZANO MUNGUIA, MARIA CRISTINA",Investigador(a) Nacional Nivel I
474627,"BENITEZ JIMENEZ, MAIRA IXCHEL",Candidato(a) a Investigador(a) Nacional
474709,"ARCHUNDIA PERALTA, DENISSE",Investigador(a) Nacional Nivel I
474797,"DELFIN RUIZ, MARIA ELIZABETH",Candidato(a) a Investigador(a) Nacional
474875,"CORRALES LERMA, RAUL",Investigador(a) Nacional Nivel I
474917,"SANTIAGO MARTINEZ, MICHEL GEOVANNI",Candidato(a) a Investigador(a) Nacional
475102,"VARGAS VEGA, BRENDA",Candidato(a) a Investigador(a) Nacional
475116,"SANDOVAL VELASCO, MARCELA",Investigador(a) Nacional Nivel I
475295,"REYES REAL, OSCAR BERNARDO",Candidato(a) a Investigador(a) Nacional
475448,"GARZA FLORES, ESBANYELY",Candidato(a) a Investigador(a) Nacional
475465,"VILLEGAS DELGADO, CESAR ARMANDO",Investigador(a) Nacional Nivel I
475497,"AGUIRRE GUTIERREZ, CARLOS ALBERTO",Candidato(a) a Investigador(a) Nacional
475641,"GUTIERREZ AYALA, MARCOS",Investigador(a) Nacional Nivel I
475710,"BARRERA CORTINAS, FRANCISCO JESUS",Candidato(a) a Investigador(a) Nacional
475747,"FLORES BADILLO, HERLINDA",Candidato(a) a Investigador(a) Nacional
475882,"HERRERA VALDIVIA, ELOISA",Candidato(a) a Investigador(a) Nacional
475900,"VILLALPANDO GRAJEDA, DIVA MARIA",Investigador(a) Nacional Nivel I
475906,"ZARATE VILET, NURIA",Investigador(a) Nacional Nivel I
475934,"VIVEROS JIMENEZ, ANA LAURA",Candidato(a) a Investigador(a) Nacional
475958,"DE LA ROSA RODRIGUEZ, PAOLA ILIANA",Investigador(a) Nacional Nivel I
475967,"SALINAS FLEITMAN, MOISES",Candidato(a) a Investigador(a) Nacional
475970,"ROSALES LEIJA, MISAEL",Candidato(a) a Investigador(a) Nacional
476008,"CORNELIO LANDERO, EGLA",Investigador(a) Nacional Nivel I
476106,"GIL EVERAERT, ISABEL",Candidato(a) a Investigador(a) Nacional
476147,"FIGUEROA SANCHEZ, GERARDO MAURICIO",Candidato(a) a Investigador(a) Nacional
476154,"SALAS GARCIA, ROGELIO",Investigador(a) Nacional Nivel I
476160,"RAMIREZ LEON, MARIO RAFAEL",Candidato(a) a Investigador(a) Nacional
476291,"JIMENEZ ROMAN, JESUS",Investigador(a) Nacional Nivel I
476297,"COUREL PIEDRAHITA, MAYKEL",Investigador(a) Nacional Nivel I
476372,"JURADO GARCIA, PERLA JANNET",Investigador(a) Nacional Nivel I
476389,"ESPINO SILVA, PERLA KARINA",Investigador(a) Nacional Nivel I
476503,"MURILLO VILLANUEVA, BRENDA",Candidato(a) a Investigador(a) Nacional
476578,"LEON BEJARANO, MARITZA FABIOLA",Candidato(a) a Investigador(a) Nacional
476606,"JIMENEZ ZUÑIGA, ESTHER ALICE",Candidato(a) a Investigador(a) Nacional
476645,"SORTILLON GONZALEZ, PATRICIA EUGENIA",Candidato(a) a Investigador(a) Nacional
476693,"GUILBERT VERTIZ, LIZBETH",Investigador(a) Nacional Nivel I
476747,"RODRIGUEZ VAZQUEZ, MIGUEL ANGEL",Investigador(a) Nacional Nivel I
477003,"ALMAGUER GOMEZ, CITLALLI",Candidato(a) a Investigador(a) Nacional
477010,"ROMERO GARCIA, VELVET",Candidato(a) a Investigador(a) Nacional
477023,"RAMIREZ ARMENTA, MARTHA OLIVIA", Candidato(a) a Investigador(a) Nacional 
477061,"ESPINOSA TORRES, IVAN DE JESUS",Investigador(a) Nacional Nivel I
477102,"GONZALEZ OCAMPO, GABRIELA",Candidato(a) a Investigador(a) Nacional
477203,"ARMENDARIZ ONTIVEROS, MARIA MAGDALENA",Candidato(a) a Investigador(a) Nacional
477405,"TANIGUCHI PONCIANO, KEIKO",Investigador(a) Nacional Nivel I
477443,"PEREZ RODRIGUEZ, JAVIER EZAU",Candidato(a) a Investigador(a) Nacional
477552,"MORANDIN AHUERMA, INDRA",Candidato(a) a Investigador(a) Nacional
477557,"VASQUEZ CRUZ, MARILYN",Candidato(a) a Investigador(a) Nacional
477621,"TORRES ZAPATA, ANGEL ESTEBAN",Candidato(a) a Investigador(a) Nacional
477652,"HUERTA JIMENEZ, MAYRA",Candidato(a) a Investigador(a) Nacional
477670,"MORENO RODRIGUEZ, VERONICA",Investigador(a) Nacional Nivel I
477681,"IBARRA RAMIREZ, MARISOL",Investigador(a) Nacional Nivel I
477730,"VEGA CAZAREZ, CLAUDIA AKEMI",Candidato(a) a Investigador(a) Nacional
477741,"VALENZUELA ROJO, RAMSSEL DAVID",Candidato(a) a Investigador(a) Nacional
477758,"SALAZAR COLORES, SEBASTIAN",Investigador(a) Nacional Nivel I
477772,"GARZA HERNANDEZ, RAQUEL",Candidato(a) a Investigador(a) Nacional
477856,"MAYTORENA SORIA, VICTOR MANUEL",Investigador(a) Nacional Nivel I
477871,"HERNANDEZ HERNANDEZ, HIPOLITO",Investigador(a) Nacional Nivel I
477924,"SALINAS QUIROZ, FERNANDO",Investigador(a) Nacional Nivel I
477925,"AYALA VALDOVINOS, MIGUEL ANGEL",Investigador(a) Nacional Nivel I
477945,"GONZALEZ TAPIA, FLOR PATRICIA",Candidato(a) a Investigador(a) Nacional
477947,"FISCHER DE LA VEGA, LAURA ESTELA",Investigador(a) Nacional Nivel I
477953,"TORRES ORTEGA, ILSSE CAROLINA",Candidato(a) a Investigador(a) Nacional
477991,"URIOSTEGUI VELARDE, JUAN MANUEL",Candidato(a) a Investigador(a) Nacional
478021,"VALLEJO NARVAEZ, WILMER ESTEBAN",Investigador(a) Nacional Nivel I
478023,"ESPEJO MARTINEZ, ABRAHAM",Investigador(a) Nacional Nivel I
478036,"RUBIO MORENO, MIREYA",Candidato(a) a Investigador(a) Nacional
478039,"TABOADA HERNANDEZ, MARCO POLO",Candidato(a) a Investigador(a) Nacional
478060,"SERRANO JUAREZ, CARLOS ALBERTO",Candidato(a) a Investigador(a) Nacional
478133,"MORALES LOPEZ, RODRIGO ALFONSO",Candidato(a) a Investigador(a) Nacional
478270,"JIMENEZ ROLLAND, MARC",Candidato(a) a Investigador(a) Nacional
478289,"PEREZ MELO, ANEL YADIRA",Candidato(a) a Investigador(a) Nacional
478296,"BERRIOZABAL ISLAS, CHRISTIAN SAID",Investigador(a) Nacional Nivel I
478302,"SANCHEZ GARCIA, JESSICA JAZMIN",Investigador(a) Nacional Nivel I
478311,"BRECEDA PEREZ, JORGE ANTONIO",Candidato(a) a Investigador(a) Nacional
478329,"MATA VILLAFUERTE, PABLO HECTOR",Candidato(a) a Investigador(a) Nacional
478353,"ANDERSSON , NEIL",Investigador(a) Nacional Nivel III
478383,"HERNANDEZ RAMOS, LYZBETH",Investigador(a) Nacional Nivel I
478392,"VELARDE CORRALES, NESTOR MIGUEL",Candidato(a) a Investigador(a) Nacional
478418,"CROCHE BELIN, RENE",Candidato(a) a Investigador(a) Nacional
478435,"CARATOZZOLO MARTELLITI, PATRICIA OLGA",Candidato(a) a Investigador(a) Nacional
478466,"BEDOLLA SOLANO, JUAN JOSE",Investigador(a) Nacional Nivel I
478468,"ROSELL CASTRO, JHOSELL",Candidato(a) a Investigador(a) Nacional
478554,"AGUILAR MORALES, NORMA",Investigador(a) Nacional Nivel I
478589,"VELASCO ROJANO, ANGEL EDUARDO",Candidato(a) a Investigador(a) Nacional
478597,"LOPEZ RODRIGUEZ, RICARDO",Candidato(a) a Investigador(a) Nacional
478659,"APARICIO LOPEZ, JOSE LUIS",Investigador(a) Nacional Nivel I
478686,"NIEVES GONZALEZ, FREDY",Candidato(a) a Investigador(a) Nacional
478692,"OCAÑA RIOS, IRAN",Investigador(a) Nacional Nivel I
478814,"CISNEROS LOPEZ, ERICK OMAR",Investigador(a) Nacional Nivel I
478919,"OCHOA VELARDEZ, MARTHA PATRICIA",Candidato(a) a Investigador(a) Nacional
478931,"ROZENTAL HOLZER, SANDRA CARLA",Investigador(a) Nacional Nivel I
478981,"REYES RODRIGUEZ, ANA CAROLINA",Candidato(a) a Investigador(a) Nacional
478993,"PORTAL BOZA, MALENA",Candidato(a) a Investigador(a) Nacional
478998,"FEITO MADRIGAL, DUNIESKY",Candidato(a) a Investigador(a) Nacional
479005,"H MOK , H LINH",Investigador(a) Nacional Nivel I
479012,"AVALOS JIMENEZ, ARMANDO",Candidato(a) a Investigador(a) Nacional
479061,"SIU TAPIA, AZAYMI LITZI",Candidato(a) a Investigador(a) Nacional
479125,"JARAMILLO MOLINA, MAXIMO ERNESTO",Candidato(a) a Investigador(a) Nacional
479129,"RAMIREZ ELIAS, GLORIA",Candidato(a) a Investigador(a) Nacional
479171,"LUGO RODRIGUEZ, NOHEMI",Investigador(a) Nacional Nivel I
479223,"CORONA SANDOVAL, ENRIQUE",Candidato(a) a Investigador(a) Nacional
479241,"CABALLERO MENESES, JONATHAN AZAEL",Investigador(a) Nacional Nivel I
479248,"BELTRAN CUEVAS, JOSE",Candidato(a) a Investigador(a) Nacional
479324,"HERNANDEZ TOBIAS, ESTHER ALHELI",Candidato(a) a Investigador(a) Nacional
479414,"DE DIOS HERNANDEZ, DAGOBERTO",Candidato(a) a Investigador(a) Nacional
479434,"DIAZ GUEVARA, JUAN JESUS",Candidato(a) a Investigador(a) Nacional
479446,"SAAVEDRA LEYVA, RAFAEL EDUARDO",Candidato(a) a Investigador(a) Nacional
479519,"RUIZ CORRALES, MISSAEL",Candidato(a) a Investigador(a) Nacional
479553,"ALEGRIA HERRERA, ELIAN YURITZI",Candidato(a) a Investigador(a) Nacional
479566,"ORDOÑEZ LOPEZ, CESAR AUGUSTO",Investigador(a) Nacional Nivel I
479593,"DIMAS MOJARRO, JUAN JOSE",Candidato(a) a Investigador(a) Nacional
479717,"HERNANDEZ VALENCIA, CARMEN GUADALUPE",Investigador(a) Nacional Nivel I
479720,"CONDE GUTIERREZ, ROBERTO AGUSTIN",Investigador(a) Nacional Nivel I
479743,"MORALES CONTRERAS, BLANCA ELIZABETH",Candidato(a) a Investigador(a) Nacional
479746,"CESPEDES OCHOA, ELIZABETH",Candidato(a) a Investigador(a) Nacional
479777,"GERVACIO JIMENEZ, HERLINDA",Investigador(a) Nacional Nivel I
479791,"TIRADO TORRES, DAVID",Investigador(a) Nacional Nivel I
479800,"ROMERO SOTO, ITZEL CELESTE",Candidato(a) a Investigador(a) Nacional
479816,"CASTELLANOS RAMIREZ, ANTONIO",Investigador(a) Nacional Nivel I
479822,"MARTINEZ CARREON, YASMIN",Candidato(a) a Investigador(a) Nacional
479839,"ORDOÑEZ SIERRA, RAYMUNDO",Candidato(a) a Investigador(a) Nacional
479864,"JUAREZ BARRERA, FABIOLA",Candidato(a) a Investigador(a) Nacional
479873,"GUTIERREZ ARZAPALO, PERLA YARELI",Investigador(a) Nacional Nivel I
479944,"LOEZA CONCHA, HENRY JESUS",Investigador(a) Nacional Nivel I
480027,"LANDA CANSIGNO, CRISTINA",Candidato(a) a Investigador(a) Nacional
480033,"HERNANDEZ SILVA, GABRIELA",Candidato(a) a Investigador(a) Nacional
480057,"SEDANO AGUILAR, ALEJANDRO",Candidato(a) a Investigador(a) Nacional
480100,"ORTIZ HERNANDEZ, JOYCE EDITH",Candidato(a) a Investigador(a) Nacional
480111,"GOMEZ RUIZ, PILAR ANGELICA",Candidato(a) a Investigador(a) Nacional
480142,"SUAREZ RODRIGUEZ, MONSERRAT",Investigador(a) Nacional Nivel I
480177,"GARCIA JACOBO, ROCIO EDITH",Candidato(a) a Investigador(a) Nacional
480200,"ARGAEZ MARQUEZ, VICTOR EMMANUEL",Candidato(a) a Investigador(a) Nacional
480217,"RAMOS PRIETO, IRAN",Candidato(a) a Investigador(a) Nacional
480249,"MUÑOZ FIGUEROA, JORGE ANTONIO",Candidato(a) a Investigador(a) Nacional
480257,"MEZA CANO, JOSE MANUEL",Investigador(a) Nacional Nivel I
480302,"PIÑA FLORES, JOSE",Investigador(a) Nacional Nivel I
480319,"CARDENAS MORENO, PAULINA REBECA",Investigador(a) Nacional Nivel I
480349,"IBARRA ARZAVE, GEORGINA",Candidato(a) a Investigador(a) Nacional
480421,"DIAZ ARANGO, GERARDO ULISES",Candidato(a) a Investigador(a) Nacional
480449,"VILLANUEVA FLORES, FRANCISCA",Candidato(a) a Investigador(a) Nacional
480471,"GARCIA BALDERAS, GUADALUPE",Candidato(a) a Investigador(a) Nacional
480484,"MARTINEZ ALMANZA, MARIA TERESA",Candidato(a) a Investigador(a) Nacional
480514,"OJEDA FARIAS, OMAR FARID",Candidato(a) a Investigador(a) Nacional
480540,"VALENZUELA CASTILLO, ADAN",Candidato(a) a Investigador(a) Nacional
